시간,심볼,유형,방향,가격,수량,수익(USDT),수익률(%),레버리지,주문ID
2026-05-21 22:48:44,DOGE/USDT:USDT,청산(로테이션),long,0.13,100.0,-2.0,-66.67,5,ID_ROT-1779371324710
2026-05-21 22:42:20,TOWNS/USDT:USDT,청산,buy,0.003418,14471.0,0.521,5.27,5,ID_522606721
2026-05-21 22:52:56,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 22:52:57,XRP/USDT:USDT,진입,long,0.55,4.545455,0,0,5,ID_MOCK-000001
2026-05-21 22:52:58,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 22:52:58,BTC/USDT:USDT,진입,short,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 22:52:58,DOGE/USDT:USDT,청산(로테이션),long,0.13,100.0,-2.0,-66.67,5,ID_ROT-1779371578232
2026-05-21 22:56:05,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 22:56:07,XRP/USDT:USDT,진입,short,0.55,4.545455,0,0,5,ID_MOCK-000001
2026-05-21 22:56:08,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 22:56:08,BTC/USDT:USDT,진입,short,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 22:56:08,DOGE/USDT:USDT,청산(로테이션),long,0.13,100.0,-2.0,-66.67,5,ID_ROT-1779371768104
2026-05-21 22:59:42,GENIUS/USDT:USDT,진입,long,0.4366,57.0,0,0,5,ID_220590855
2026-05-21 22:59:43,DYDX/USDT:USDT,진입,long,0.1527,163.7,0,0,5,ID_19714125597
2026-05-21 23:00:53,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:00:55,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:00:55,BTC/USDT:USDT,진입,short,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:00:55,DOGE/USDT:USDT,청산(로테이션),long,0.13,100.0,-2.0,-66.67,5,ID_ROT-1779372055802
2026-05-21 23:02:41,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:02:41,ETH/USDT:USDT,진입,short,3800.0,0.065789,0,0,5,ID_MOCK-000001
2026-05-21 23:02:43,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:02:43,BTC/USDT:USDT,진입,short,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:02:43,DOGE/USDT:USDT,청산(로테이션),long,0.13,100.0,-2.0,-66.67,5,ID_ROT-1779372163416
2026-05-21 23:02:51,TST/USDT:USDT,진입,short,0.018381,1358.0,0,0,5,ID_1772669451
2026-05-21 23:03:51,ESP/USDT:USDT,진입,long,0.06754,370.0,0,0,5,ID_560495952
2026-05-21 23:08:36,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:08:38,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:08:38,BTC/USDT:USDT,진입,short,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:08:38,DOGE/USDT:USDT,청산(로테이션),long,0.13,100.0,-2.0,-66.67,5,ID_ROT-1779372518863
2026-05-21 23:10:15,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:10:16,SOL/USDT:USDT,진입,long,170.0,0.147059,0,0,5,ID_MOCK-000001
2026-05-21 23:10:17,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:10:17,BTC/USDT:USDT,진입,short,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:10:17,DOGE/USDT:USDT,청산(로테이션),long,0.13,100.0,-2.0,-66.67,5,ID_ROT-1779372617656
2026-05-21 23:11:09,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:11:11,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:11:11,BTC/USDT:USDT,진입,short,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:11:11,DOGE/USDT:USDT,청산(로테이션),long,0.13,100.0,-2.0,-66.67,5,ID_ROT-1779372671800
2026-05-21 23:12:13,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:12:15,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:12:15,BTC/USDT:USDT,진입,short,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:12:15,DOGE/USDT:USDT,청산(로테이션),long,0.13,100.0,-2.0,-66.67,5,ID_ROT-1779372735402
2026-05-21 23:14:04,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:14:06,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:14:06,BTC/USDT:USDT,진입,short,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:14:06,DOGE/USDT:USDT,청산(로테이션),long,0.13,100.0,-2.0,-66.67,5,ID_ROT-1779372846163
2026-05-21 23:14:20,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:14:21,SOL/USDT:USDT,진입,long,170.0,0.147059,0,0,5,ID_MOCK-000001
2026-05-21 23:14:22,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:14:22,BTC/USDT:USDT,진입,short,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:14:22,DOGE/USDT:USDT,청산(로테이션),long,0.13,100.0,-2.0,-66.67,5,ID_ROT-1779372862457
2026-05-21 23:14:42,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:14:44,BTC/USDT:USDT,진입,long,67000.0,0.037313,0,0,5,ID_MOCK-000001
2026-05-21 23:14:44,BTC/USDT:USDT,진입,short,67000.0,0.037313,0,0,5,ID_MOCK-000001
